Species	Length	LocusType
Dmel	1435	piLocus
Dmel	1643	piLocus
Dmel	6072	iiLocus
Dmel	1680	niLocus
Dmel	25463	iiLocus
Dmel	1785	niLocus
Dmel	5458	niLocus
Dmel	2087	niLocus
Dmel	3945	iiLocus
Dmel	1941	niLocus
Dmel	6267	iiLocus
Dmel	40342	piLocus
Dmel	1493	piLocus
Dmel	2335	piLocus
Dmel	6785	iiLocus
Dmel	3067	niLocus
Dmel	4060	iiLocus
Dmel	1581	niLocus
Dmel	9804	iiLocus
Dmel	3478	piLocus
Dmel	7535	iiLocus
Dmel	1829	piLocus
Dmel	22016	iiLocus
Dmel	70712	piLocus
Dmel	1291	niLocus
Dmel	1553	niLocus
Dmel	1307	niLocus
Dmel	28077	piLocus
Dmel	1813	niLocus
Dmel	2397	iiLocus
Dmel	6150	piLocus
Dmel	3186	iiLocus
Dmel	4799	piLocus
Dmel	3366	piLocus
Dmel	3975	piLocus
Dmel	3873	piLocus
Dmel	2834	piLocus
Dmel	4086	piLocus
Dmel	24003	iiLocus
Dmel	2845	piLocus
Dmel	910	iiLocus
Dmel	1425	piLocus
Dmel	8043	iiLocus
Dmel	2166	piLocus
Dmel	45826	iiLocus
Dmel	17483	piLocus
Dmel	8801	iiLocus
Dmel	2764	piLocus
Dmel	2928	iiLocus
Dmel	1622	piLocus
Dmel	5153	iiLocus
Dmel	3021	piLocus
Dmel	7062	piLocus
Dmel	1814	niLocus
Dmel	3454	piLocus
Dmel	2874	piLocus
Dmel	2880	piLocus
Dmel	3088	piLocus
Dmel	3317	piLocus
Dmel	2656	piLocus
Dmel	3784	piLocus
Dmel	1949	piLocus
Dmel	1746	piLocus
Dmel	3961	piLocus
Dmel	1632	iiLocus
Dmel	2708	piLocus
Dmel	1142	niLocus
Dmel	2764	piLocus
Dmel	5583	piLocus
Dmel	3955	piLocus
Dmel	7356	piLocus
Dmel	2615	piLocus
Dmel	2558	piLocus
Dmel	10225	piLocus
Dmel	2607	piLocus
Dmel	1936	piLocus
Dmel	1895	piLocus
Dmel	18988	piLocus
Dmel	6431	piLocus
Dmel	3139	piLocus
Dmel	1639	piLocus
Dmel	12417	piLocus
Dmel	2625	niLocus
Dmel	23578	piLocus
Dmel	8095	iiLocus
Dmel	32698	piLocus
Dmel	2823	piLocus
Dmel	7346	iiLocus
Dmel	2777	piLocus
Dmel	24629	piLocus
Dmel	9593	piLocus
Dmel	6223	piLocus
Dmel	3364	piLocus
Dmel	4256	piLocus
Dmel	1412	iiLocus
Dmel	4196	piLocus
Dmel	2510	niLocus
Dmel	7521	piLocus
Dmel	8846	piLocus
Dmel	14967	piLocus
Dmel	3119	piLocus
Dmel	3066	piLocus
Dmel	15434	piLocus
Dmel	2972	piLocus
Dmel	3683	piLocus
Dmel	2223	piLocus
Dmel	6239	piLocus
Dmel	2286	piLocus
Dmel	2699	piLocus
Dmel	3017	piLocus
Dmel	1757	piLocus
Dmel	2904	piLocus
Dmel	2545	piLocus
Dmel	2586	piLocus
Dmel	3788	piLocus
Dmel	2721	piLocus
Dmel	2499	piLocus
Dmel	2253	piLocus
Dmel	1177	niLocus
Dmel	2443	piLocus
Dmel	5434	piLocus
Dmel	8139	piLocus
Dmel	63107	piLocus
Dmel	1800	piLocus
Dmel	7533	ciLocus
Dmel	4037	piLocus
Dmel	20793	piLocus
Dmel	2512	piLocus
Dmel	2483	piLocus
Dmel	4039	piLocus
Dmel	91970	piLocus
Dmel	1699	niLocus
Dmel	17611	iiLocus
Dmel	4724	piLocus
Dmel	8435	iiLocus
Dmel	6577	piLocus
Dmel	3729	piLocus
Dmel	4651	piLocus
Dmel	24740	piLocus
Dmel	1723	piLocus
Dmel	4898	piLocus
Dmel	5208	piLocus
Dmel	2102	piLocus
Dmel	4342	iiLocus
Dmel	8379	piLocus
Dmel	767	iiLocus
Dmel	1796	piLocus
Dmel	3405	piLocus
Dmel	2871	piLocus
Dmel	2269	piLocus
Dmel	19321	piLocus
Dmel	2570	piLocus
Dmel	3200	piLocus
Dmel	3235	piLocus
Dmel	2204	piLocus
Dmel	2205	piLocus
Dmel	2475	piLocus
Dmel	1387	niLocus
Dmel	5528	piLocus
Dmel	28682	piLocus
Dmel	38798	piLocus
Dmel	5312	piLocus
Dmel	4543	piLocus
Dmel	2314	piLocus
Dmel	10838	piLocus
Dmel	1771	niLocus
Dmel	1741	piLocus
Dmel	3495	piLocus
Dmel	15223	piLocus
Dmel	2964	piLocus
Dmel	1955	piLocus
Dmel	11006	piLocus
Dmel	5168	piLocus
Dmel	22854	iiLocus
Dmel	21523	piLocus
Dmel	25381	iiLocus
Dmel	4850	piLocus
Dmel	8509	piLocus
Dmel	2601	piLocus
Dmel	2485	piLocus
Dmel	2801	piLocus
Dmel	12592	iiLocus
Dmel	1928	niLocus
Dmel	511	iiLocus
Dmel	3827	piLocus
Dmel	3453	piLocus
Dmel	3130	piLocus
Dmel	4565	piLocus
Dmel	1984	piLocus
Dmel	2170	iiLocus
Dmel	2228	niLocus
Dmel	29637	iiLocus
Dmel	50266	piLocus
Dmel	28501	iiLocus
Dmel	2419	niLocus
Dmel	598	iiLocus
Dmel	35452	piLocus
Dmel	26321	piLocus
Dmel	2928	piLocus
Dmel	3280	piLocus
Dmel	3105	piLocus
Dmel	123409	piLocus
Dmel	1828	niLocus
Dmel	1800	piLocus
Dmel	1490	piLocus
Dmel	1112	niLocus
Dmel	2348	piLocus
Dmel	77084	niLocus
Dmel	1557	piLocus
Dmel	1127	niLocus
Dmel	25371	piLocus
Dmel	14286	piLocus
Dmel	615	iiLocus
Dmel	2810	piLocus
Dmel	1347	niLocus
Dmel	9182	piLocus
Dmel	3235	piLocus
Dmel	2684	piLocus
Dmel	3937	piLocus
Dmel	1933	piLocus
Dmel	1945	piLocus
Dmel	1948	piLocus
Dmel	4314	piLocus
Dmel	1070	niLocus
Dmel	11128	piLocus
Dmel	3735	piLocus
Dmel	2286	piLocus
Dmel	10054	piLocus
Dmel	1976	iiLocus
Dmel	1225	niLocus
Dmel	14154	piLocus
Dmel	4142	iiLocus
Dmel	2724	niLocus
Dmel	6402	piLocus
Dmel	1992	piLocus
Dmel	3668	piLocus
Dmel	5147	piLocus
Dmel	2587	piLocus
Dmel	1754	piLocus
Dmel	1539	piLocus
Dmel	2967	piLocus
Dmel	2062	piLocus
Dmel	27055	piLocus
Dmel	2306	piLocus
Dmel	1917	piLocus
Dmel	1952	piLocus
Dmel	2436	piLocus
Dmel	2665	piLocus
Dmel	6013	piLocus
Dmel	3305	iiLocus
Dmel	5762	piLocus
Dmel	2988	iiLocus
Dmel	1824	piLocus
Dmel	1756	piLocus
Dmel	1595	piLocus
Dmel	6603	piLocus
Dmel	1179	iiLocus
Dmel	2252	piLocus
Dmel	2691	piLocus
Dmel	4583	piLocus
Dmel	4860	piLocus
Dmel	1059	niLocus
Dmel	7667	piLocus
Dmel	3109	piLocus
Dmel	2422	piLocus
Dmel	3696	piLocus
Dmel	6534	piLocus
Dmel	4035	piLocus
Dmel	1173	iiLocus
Dmel	7323	piLocus
Dmel	2488	piLocus
Dmel	3527	piLocus
Dmel	3241	piLocus
Dmel	1149	niLocus
Dmel	8800	piLocus
Dmel	531	iiLocus
Dmel	19988	piLocus
Dmel	10048	iiLocus
Dmel	1487	niLocus
Dmel	1743	iiLocus
Dmel	2309	piLocus
Dmel	6100	piLocus
Dmel	32720	piLocus
Dmel	2472	piLocus
Dmel	2961	piLocus
Dmel	142634	piLocus
Dmel	1398	piLocus
Dmel	1696	iiLocus
Dmel	49013	piLocus
Dmel	1639	piLocus
Dmel	1808	piLocus
Dmel	3611	piLocus
Dmel	2039	piLocus
Dmel	1938	piLocus
Dmel	1928	niLocus
Dmel	13644	piLocus
Dmel	9451	piLocus
Dmel	2122	piLocus
Dmel	505	iiLocus
Dmel	1425	niLocus
Dmel	1259	iiLocus
Dmel	1449	niLocus
Dmel	5188	piLocus
Dmel	1527	niLocus
Dmel	3462	iiLocus
Dmel	1386	niLocus
Dmel	4562	iiLocus
Dmel	4251	piLocus
Dmel	2816	piLocus
Dmel	3522	piLocus
Dmel	15298	piLocus
Dmel	2050	iiLocus
Dmel	33852	piLocus
Dmel	4809	piLocus
Dmel	1538	iiLocus
Dmel	22686	piLocus
Dmel	2168	niLocus
Dmel	1174	iiLocus
Dmel	1948	niLocus
Dmel	768	iiLocus
Dmel	4373	piLocus
Dmel	29364	iiLocus
Dmel	1646	niLocus
Dmel	27801	piLocus
Dmel	21372	iiLocus
Dmel	4417	piLocus
Dmel	73291	piLocus
Dmel	8783	iiLocus
Dmel	2838	piLocus
Dmel	1501	piLocus
Dmel	1529	iiLocus
Dmel	1605	piLocus
Dmel	2676	piLocus
Dmel	3180	piLocus
Dmel	749	iiLocus
Dmel	1858	piLocus
Dmel	1875	piLocus
Dmel	2926	piLocus
Dmel	1603	piLocus
Dmel	1927	iiLocus
Dmel	12614	piLocus
Dmel	8077	iiLocus
Dmel	3464	piLocus
Dmel	15846	iiLocus
Dmel	3976	piLocus
Dmel	1118	niLocus
Dmel	31504	iiLocus
Dmel	2426	piLocus
Dmel	2719	piLocus
Dmel	11791	piLocus
Dmel	3412	piLocus
Dmel	8125	iiLocus
Dmel	18193	piLocus
Dmel	1327	iiLocus
Dmel	1840	piLocus
Dmel	4799	piLocus
Dmel	1565	iiLocus
Dmel	34959	piLocus
Dmel	4248	niLocus
Dmel	2773	piLocus
Dmel	2775	piLocus
Dmel	1875	niLocus
Dmel	16240	piLocus
Dmel	2159	piLocus
Dmel	1344	niLocus
Dmel	11635	piLocus
Dmel	2897	piLocus
Dmel	2258	piLocus
Dmel	63350	piLocus
Dmel	95235	niLocus
Dmel	1099	niLocus
Dmel	2398	piLocus
Dmel	37904	piLocus
Dmel	1890	niLocus
Dmel	8083	piLocus
Dmel	1456	niLocus
Dmel	5424	piLocus
Dmel	2785	piLocus
Dmel	2677	niLocus
Dmel	2227	piLocus
Dmel	10979	piLocus
Dmel	3079	piLocus
Dmel	31139	piLocus
Dmel	6176	niLocus
Dmel	2031	piLocus
Dmel	528	iiLocus
Dmel	60167	piLocus
Dmel	3483	piLocus
Dmel	1996	piLocus
Dmel	2659	piLocus
Dmel	833	iiLocus
Dmel	15143	piLocus
Dmel	1168	niLocus
Dmel	18594	piLocus
Dmel	2071	piLocus
Dmel	16529	ciLocus
Dmel	3509	piLocus
Dmel	24858	piLocus
Dmel	45505	piLocus
Dmel	1079	niLocus
Dmel	2290	iiLocus
Dmel	2521	piLocus
Dmel	2172	piLocus
Dmel	13811	piLocus
Dmel	4264	piLocus
Dmel	2234	piLocus
Dmel	4106	piLocus
Dmel	6178	piLocus
Dmel	1863	iiLocus
Dmel	96354	piLocus
Dmel	1750	piLocus
Dmel	2666	iiLocus
Dmel	1897	piLocus
Dmel	5936	piLocus
Dmel	4048	piLocus
Dmel	5569	piLocus
Dmel	18550	piLocus
Dmel	1164	iiLocus
Dmel	1871	piLocus
Dmel	4388	piLocus
Dmel	84211	piLocus
Dmel	3992	piLocus
Dmel	1889	piLocus
Dmel	2034	piLocus
Dmel	34781	piLocus
Dmel	5596	piLocus
Dmel	1743	niLocus
Dmel	9590	piLocus
Dmel	1381	iiLocus
Dmel	5366	piLocus
Dmel	4461	piLocus
Dmel	4618	piLocus
Dmel	7441	piLocus
Dmel	8954	piLocus
Dmel	7066	piLocus
Dmel	37409	piLocus
Dmel	2955	niLocus
Dmel	1359	niLocus
Dmel	7124	iiLocus
Dmel	15341	ciLocus
Dmel	2097	piLocus
Dmel	4571	piLocus
Dmel	3424	piLocus
Dmel	3414	piLocus
Dmel	9592	piLocus
Dmel	2037	iiLocus
Dmel	2422	piLocus
Dmel	8300	piLocus
Dmel	14197	piLocus
Dmel	1542	niLocus
Dmel	1488	niLocus
Dmel	1523	niLocus
Dmel	5591	piLocus
Dmel	2847	piLocus
Dmel	2955	iiLocus
Dmel	18670	piLocus
Dmel	2660	piLocus
Dmel	767	iiLocus
Dmel	3378	piLocus
Dmel	34270	ciLocus
Dmel	4103	piLocus
Dmel	73180	piLocus
Dmel	3854	iiLocus
Dmel	5785	piLocus
Dmel	1630	iiLocus
Dmel	2386	piLocus
Dmel	2988	iiLocus
Dmel	3075	piLocus
Dmel	1407	iiLocus
Dmel	2144	piLocus
Dmel	1689	iiLocus
Dmel	1518	niLocus
Dmel	2828	piLocus
Dmel	2061	iiLocus
Dmel	15859	piLocus
Dmel	1482	niLocus
Dmel	1931	iiLocus
Dmel	6978	niLocus
Dmel	1930	piLocus
Dmel	2889	piLocus
Dmel	3456	piLocus
Dmel	12940	piLocus
Dmel	4827	piLocus
Dmel	13332	piLocus
Dmel	2685	piLocus
Dmel	3211	piLocus
Dmel	8757	piLocus
Dmel	2073	piLocus
Dmel	2831	piLocus
Dmel	2631	niLocus
Dmel	1502	piLocus
Dmel	2362	piLocus
Dmel	2215	piLocus
Dmel	1690	piLocus
Dmel	4865	piLocus
Dmel	4270	piLocus
Dmel	2507	piLocus
Dmel	11250	piLocus
Dmel	4085	piLocus
Dmel	2359	iiLocus
Dmel	2029	piLocus
Dmel	1868	piLocus
Dmel	11252	iiLocus
Dmel	1546	piLocus
Dmel	8681	iiLocus
Dmel	1334	niLocus
Dmel	7756	iiLocus
Dmel	1559	piLocus
Dmel	15572	iiLocus
Dmel	84405	piLocus
Dmel	1650	piLocus
Dmel	4749	iiLocus
Dmel	3676	piLocus
Dmel	9370	iiLocus
Dmel	1779	piLocus
Dmel	936	iiLocus
Dmel	2015	piLocus
Dmel	9687	piLocus
Dmel	6898	piLocus
Dmel	5862	piLocus
Dmel	4496	piLocus
Dmel	1746	piLocus
Dmel	1799	piLocus
Dmel	1477	piLocus
Dmel	5932	piLocus
Dmel	3844	piLocus
Dmel	2694	piLocus
Dmel	8169	piLocus
Dmel	1839	piLocus
Dmel	41112	piLocus
Dmel	2721	piLocus
Dmel	2408	piLocus
Dmel	4956	piLocus
Dmel	4956	piLocus
Dmel	4409	iiLocus
Dmel	8366	piLocus
Dmel	24864	piLocus
Dmel	4474	piLocus
Dmel	5442	piLocus
Dmel	17719	piLocus
Dmel	7176	piLocus
Dmel	2543	piLocus
Dmel	2317	piLocus
Dmel	6028	piLocus
Dmel	1662	niLocus
Dmel	62911	piLocus
Dmel	1076	niLocus
Dmel	4605	piLocus
Dmel	1988	iiLocus
Dmel	2137	piLocus
Dmel	8527	piLocus
Dmel	1904	niLocus
Dmel	2098	piLocus
Dmel	2060	piLocus
Dmel	1934	piLocus
Dmel	3422	piLocus
Dmel	1503	piLocus
Dmel	2924	piLocus
Dmel	2368	niLocus
Dmel	5979	ciLocus
Dmel	13087	iiLocus
Dmel	7451	piLocus
Dmel	1952	piLocus
Dmel	6363	piLocus
Dmel	4202	piLocus
Dmel	1744	piLocus
Dmel	6157	piLocus
Dmel	56324	piLocus
Dmel	2246	piLocus
Dmel	16771	piLocus
Dmel	10258	piLocus
Dmel	2128	piLocus
Dmel	4514	piLocus
Dmel	6446	piLocus
Dmel	1658	niLocus
Dmel	4139	piLocus
Dmel	4610	piLocus
Dmel	13372	ciLocus
Dmel	16655	iiLocus
Dmel	16236	piLocus
Dmel	2117	piLocus
Dmel	10016	piLocus
Dmel	7596	iiLocus
Dmel	5873	piLocus
Dmel	1982	niLocus
Dmel	10055	piLocus
Dmel	6616	piLocus
Dmel	9240	piLocus
Dmel	21563	piLocus
Dmel	1484	piLocus
Dmel	1394	niLocus
Dmel	581	iiLocus
Dmel	2975	piLocus
Dmel	4517	piLocus
Dmel	2677	iiLocus
Dmel	1296	niLocus
Dmel	2622	piLocus
Dmel	3240	piLocus
Dmel	10733	piLocus
Dmel	5243	piLocus
Dmel	2999	piLocus
Dmel	2481	piLocus
Dmel	3028	piLocus
Dmel	2863	piLocus
Dmel	10426	piLocus
Dmel	1957	piLocus
Dmel	1835	piLocus
Dmel	1545	iiLocus
Dmel	3014	piLocus
Dmel	6978	piLocus
Dmel	6416	piLocus
Dmel	1457	piLocus
Dmel	10852	piLocus
Dmel	1873	niLocus
Dmel	1533	niLocus
Dmel	1571	niLocus
Dmel	5659	piLocus
Dmel	761	iiLocus
Dmel	5427	piLocus
Dmel	54808	piLocus
Dmel	3611	piLocus
Dmel	1972	piLocus
Dmel	3735	piLocus
Dmel	12000	piLocus
Dmel	2261	iiLocus
Dmel	3729	piLocus
Dmel	3501	piLocus
Dmel	5999	piLocus
Dmel	1737	piLocus
Dmel	3080	piLocus
Dmel	2679	piLocus
Dmel	7196	piLocus
Dmel	2795	piLocus
Dmel	3735	piLocus
Dmel	7414	iiLocus
Dmel	73344	niLocus
Dmel	292517	piLocus
Dmel	2298	piLocus
Dmel	6350	piLocus
Dmel	3940	niLocus
Dmel	1827	piLocus
Dmel	1811	piLocus
Dmel	1557	piLocus
Dmel	1485	niLocus
Dmel	2009	niLocus
Dmel	1897	piLocus
Dmel	7158	piLocus
Dmel	3187	piLocus
Dmel	2316	piLocus
Dmel	1521	piLocus
Dmel	36903	iiLocus
Dmel	2405	piLocus
Dmel	3233	piLocus
Dmel	25860	iiLocus
Dmel	4862	piLocus
Dmel	2061	piLocus
Dmel	2260	niLocus
Dmel	19042	iiLocus
Dmel	22466	piLocus
Dmel	1994	piLocus
Dmel	1488	niLocus
Dmel	2355	piLocus
Dmel	1032	iiLocus
Dmel	4317	piLocus
Dmel	15904	piLocus
Dmel	7538	iiLocus
Dmel	3479	piLocus
Dmel	3898	piLocus
Dmel	3409	piLocus
Dmel	20378	piLocus
Dmel	1108	niLocus
Dmel	52819	piLocus
Dmel	2112	piLocus
Dmel	15121	piLocus
Dmel	8904	piLocus
Dmel	4070	piLocus
Dmel	14864	piLocus
Dmel	2691	piLocus
Dmel	4664	piLocus
Dmel	4673	niLocus
Dmel	5901	piLocus
Dmel	1560	niLocus
Dmel	520	iiLocus
Dmel	5154	piLocus
Dmel	2271	piLocus
Dmel	2234	piLocus
Dmel	22838	piLocus
Dmel	1095	niLocus
Dmel	5209	piLocus
Dmel	580	iiLocus
Dmel	24140	piLocus
Dmel	2171	niLocus
Dmel	648	iiLocus
Dmel	59416	piLocus
Dmel	3988	piLocus
Dmel	14330	niLocus
Dmel	1523	niLocus
Dmel	6716	piLocus
Dmel	1081	iiLocus
Dmel	3705	niLocus
Dmel	1464	iiLocus
Dmel	4582	piLocus
Dmel	3970	piLocus
Dmel	654	iiLocus
Dmel	8586	piLocus
Dmel	14115	piLocus
Dmel	112765	piLocus
Dmel	3572	piLocus
Dmel	3035	piLocus
Dmel	2167	piLocus
Dmel	3347	piLocus
Dmel	3164	piLocus
Dmel	3317	piLocus
Dmel	1881	piLocus
Dmel	2637	piLocus
Dmel	3118	piLocus
Dmel	1450	niLocus
Dmel	834	iiLocus
Dmel	1879	niLocus
Dmel	754	iiLocus
Dmel	33941	piLocus
Dmel	8027	piLocus
Dmel	757	iiLocus
Dmel	2571	piLocus
Dmel	6097	iiLocus
Dmel	3169	piLocus
Dmel	3738	niLocus
Dmel	4257	piLocus
Dmel	1791	niLocus
Dmel	2549	piLocus
Dmel	7292	iiLocus
Dmel	1548	piLocus
Dmel	2543	iiLocus
Dmel	91456	ciLocus
Dmel	1472	niLocus
Dmel	1096	niLocus
Dmel	12230	piLocus
Dmel	3842	piLocus
Dmel	2434	piLocus
Dmel	17892	piLocus
Dmel	1813	piLocus
Dmel	1668	iiLocus
Dmel	8936	piLocus
Dmel	6919	piLocus
Dmel	1035	niLocus
Dmel	6614	piLocus
Dmel	6822	piLocus
Dmel	3359	iiLocus
Dmel	15264	piLocus
Dmel	2464	piLocus
Dmel	3335	piLocus
Dmel	3064	piLocus
Dmel	4251	piLocus
Dmel	28451	ciLocus
Dmel	3346	piLocus
Dmel	2563	piLocus
Dmel	17176	piLocus
Dmel	2093	piLocus
Dmel	3084	piLocus
Dmel	45082	piLocus
Dmel	1642	piLocus
Dmel	2104	piLocus
Dmel	4468	piLocus
Dmel	23946	piLocus
Dmel	3035	piLocus
Dmel	7383	piLocus
Dmel	9052	piLocus
Dmel	3829	piLocus
Dmel	26779	piLocus
Dmel	5000	niLocus
Dmel	3171	piLocus
Dmel	2484	niLocus
Dmel	779	iiLocus
Dmel	3069	piLocus
Dmel	3692	piLocus
Dmel	2871	iiLocus
Dmel	1391	niLocus
Dmel	1517	niLocus
Dmel	12145	iiLocus
Dmel	9932	piLocus
Dmel	3282	piLocus
Dmel	10555	piLocus
Dmel	5712	piLocus
Dmel	1684	piLocus
Dmel	2504	piLocus
Dmel	2770	piLocus
Dmel	1326	niLocus
Dmel	4269	iiLocus
Dmel	1532	niLocus
Dmel	5326	piLocus
Dmel	2025	piLocus
Dmel	885	iiLocus
Dmel	5575	piLocus
Dmel	4706	piLocus
Dmel	8783	piLocus
Dmel	23878	iiLocus
Dmel	82380	piLocus
Dmel	2130	piLocus
Dmel	2275	piLocus
Dmel	1393	niLocus
Dmel	1594	piLocus
Dmel	3150	iiLocus
Dmel	2803	piLocus
Dmel	6440	iiLocus
Dmel	2265	piLocus
Dmel	6651	iiLocus
Dmel	4242	piLocus
Dmel	2395	piLocus
Dmel	2804	iiLocus
Dmel	2689	piLocus
Dmel	30402	piLocus
Dmel	10105	piLocus
Dmel	780	iiLocus
Dmel	2293	niLocus
Dmel	4849	piLocus
Dmel	3392	piLocus
Dmel	2098	piLocus
Dmel	4394	piLocus
Dmel	3219	piLocus
Dmel	6133	piLocus
Dmel	40824	piLocus
Dmel	4228	piLocus
Dmel	2560	piLocus
Dmel	7534	piLocus
Dmel	1989	piLocus
Dmel	3602	piLocus
Dmel	1451	iiLocus
Dmel	2665	piLocus
Dmel	34906	piLocus
Dmel	26544	piLocus
Dmel	4244	piLocus
Dmel	5868	piLocus
Dmel	10075	piLocus
Dmel	9114	ciLocus
Dmel	1549	niLocus
Dmel	10830	piLocus
Dmel	1692	niLocus
Dmel	1663	piLocus
Dmel	2420	piLocus
Dmel	3104	piLocus
Dmel	17839	piLocus
Dmel	3324	piLocus
Dmel	1923	piLocus
Dmel	28780	piLocus
Dmel	1774	piLocus
Dmel	2250	piLocus
Dmel	2187	piLocus
Dmel	10337	piLocus
Dmel	4085	piLocus
Dmel	5277	piLocus
Dmel	16126	piLocus
Dmel	145412	piLocus
Dmel	2339	piLocus
Dmel	1688	niLocus
Dmel	3924	iiLocus
Dmel	4461	piLocus
Dmel	1680	piLocus
Dmel	12924	iiLocus
Dmel	1073	niLocus
Dmel	1082	niLocus
Dmel	1082	niLocus
Dmel	1073	niLocus
Dmel	1073	niLocus
Dmel	1073	niLocus
Dmel	1073	niLocus
Dmel	6824	iiLocus
Dmel	1082	niLocus
Dmel	1082	niLocus
Dmel	20124	iiLocus
Dmel	1724	piLocus
Dmel	1724	piLocus
Dmel	1724	piLocus
Dmel	1724	piLocus
Dmel	1724	piLocus
Dmel	1725	piLocus
Dmel	1724	piLocus
Dmel	1724	piLocus
Dmel	1724	piLocus
Dmel	1726	piLocus
Dmel	1724	piLocus
Dmel	2116	piLocus
Dmel	7823	iiLocus
Dmel	1082	niLocus
Dmel	25876	iiLocus
Dmel	1367	niLocus
Dmel	4397	iiLocus
Dmel	1082	niLocus
Dmel	1073	niLocus
Dmel	1082	niLocus
Dmel	8410	iiLocus
Dmel	3749	niLocus
Dmel	1082	niLocus
Dmel	22918	iiLocus
Dmel	1383	niLocus
Dmel	8467	iiLocus
Dmel	1428	piLocus
Dmel	16585	iiLocus
Dmel	2954	piLocus
Dmel	2138	piLocus
Dmel	1131	iiLocus
Dmel	2041	piLocus
Dmel	2660	piLocus
Dmel	1571	iiLocus
Dmel	3411	piLocus
Dmel	2604	niLocus
Dmel	2592	piLocus
Dmel	1811	piLocus
Dmel	674	iiLocus
Dmel	2240	piLocus
Dmel	1897	piLocus
Dmel	7842	piLocus
Dmel	1077	niLocus
Dmel	1730	piLocus
Dmel	24371	piLocus
Dmel	8497	piLocus
Dmel	2233	piLocus
Dmel	2661	piLocus
Dmel	7007	piLocus
Dmel	4511	piLocus
Dmel	3165	piLocus
Dmel	3557	piLocus
Dmel	3938	piLocus
Dmel	11972	piLocus
Dmel	1627	iiLocus
Dmel	5157	piLocus
Dmel	2514	piLocus
Dmel	12050	piLocus
Dmel	11427	piLocus
Dmel	2310	piLocus
Dmel	3071	iiLocus
Dmel	1580	niLocus
Dmel	19578	iiLocus
Dmel	1961	piLocus
Dmel	2021	piLocus
Dmel	4075	iiLocus
Dmel	141126	piLocus
Dmel	2021	piLocus
Dmel	2066	piLocus
Dmel	9056	iiLocus
Dmel	8679	piLocus
Dmel	15048	iiLocus
Dmel	2106	piLocus
Dmel	19049	iiLocus
Dmel	3227	niLocus
Dmel	20230	iiLocus
Dmel	2251	niLocus
Dmel	37602	iiLocus
Dmel	2575	piLocus
Dmel	1847	piLocus
Dmel	1940	piLocus
Dmel	19064	piLocus
Dmel	51132	piLocus
Dmel	24639	iiLocus
Dmel	2851	piLocus
Dmel	3619	iiLocus
Dmel	64339	ciLocus
Dmel	7154	iiLocus
Dmel	9257	piLocus
Dmel	8520	iiLocus
Dmel	1992	piLocus
Dmel	2210	piLocus
Dmel	3978	iiLocus
Dmel	2091	piLocus
Dmel	2888	piLocus
Dmel	2486	niLocus
Dmel	39596	piLocus
Dmel	6167	piLocus
Dmel	4616	piLocus
Dmel	1606	piLocus
Dmel	1728	piLocus
Dmel	1755	piLocus
Dmel	95571	ciLocus
Dmel	20863	piLocus
Dmel	2353	niLocus
Dmel	1978	piLocus
Dmel	55513	piLocus
Dmel	54293	ciLocus
Dmel	2194	piLocus
Dmel	2597	piLocus
Dmel	3085	piLocus
Dmel	8233	piLocus
Dmel	4896	niLocus
Dmel	2003	piLocus
Dmel	2138	niLocus
Dmel	2191	piLocus
Dmel	1671	piLocus
Dmel	1669	piLocus
Dmel	3531	piLocus
Dmel	25089	piLocus
Dmel	1585	piLocus
Dmel	4241	piLocus
Dmel	8210	iiLocus
Dmel	12559	piLocus
Dmel	2498	piLocus
Dmel	24289	piLocus
Dmel	11215	iiLocus
Dmel	15491	piLocus
Dmel	14875	iiLocus
Dmel	1830	piLocus
Dmel	2749	iiLocus
Dmel	2082	piLocus
Dmel	7803	iiLocus
Dmel	2146	piLocus
Dmel	2166	piLocus
Dmel	930	iiLocus
Dmel	1744	niLocus
Dmel	1487	iiLocus
Dmel	2132	piLocus
Dmel	12983	iiLocus
Dmel	2055	piLocus
Dmel	25122	iiLocus
Dmel	2370	piLocus
Dmel	15956	iiLocus
Dmel	1344	niLocus
Dmel	1439	niLocus
Dmel	1275	iiLocus
Dmel	5139	piLocus
Dmel	1906	niLocus
Dmel	22309	piLocus
Dmel	3912	niLocus
Dmel	9551	piLocus
Dmel	1084	niLocus
Dmel	3661	piLocus
Dmel	3371	piLocus
Dmel	8051	piLocus
Dmel	2494	niLocus
Dmel	2745	piLocus
Dmel	2769	piLocus
Dmel	5853	piLocus
Dmel	29979	piLocus
Dmel	2961	piLocus
Dmel	6224	piLocus
Dmel	56215	piLocus
Dmel	3926	iiLocus
Dmel	4705	piLocus
Dmel	3907	piLocus
Dmel	3081	piLocus
Dmel	7898	piLocus
Dmel	5091	piLocus
Dmel	5091	piLocus
Dmel	2574	piLocus
Dmel	1413	piLocus
Dmel	4839	piLocus
Dmel	1696	piLocus
Dmel	3597	piLocus
Dmel	6632	piLocus
Dmel	5239	piLocus
Dmel	25302	piLocus
Dmel	1340	niLocus
Dmel	1100	niLocus
Dmel	1088	niLocus
Dmel	1074	niLocus
Dmel	44402	piLocus
Dmel	1797	ciLocus
Dmel	1793	piLocus
Dmel	11947	iiLocus
Dmel	2377	piLocus
Dmel	2770	piLocus
Dmel	3460	piLocus
Dmel	1888	piLocus
Dmel	2337	piLocus
Dmel	2689	piLocus
Dmel	2981	piLocus
